block_group,commute_time,count_commute_time
480291914055,commute_time_tot_30_59,147.0
480291709001,commute_time_tot_30_59,87.0
480291709003,commute_time_tot_30_59,76.0
480291610002,commute_time_tot_30_59,174.0
480291610001,commute_time_tot_30_59,296.0
480291615015,commute_time_tot_30_59,191.0
480291615011,commute_time_tot_30_59,488.0
480291615013,commute_time_tot_30_59,186.0
480291711001,commute_time_tot_30_59,258.0
480291620011,commute_time_tot_30_59,357.0
480291701022,commute_time_tot_30_59,51.0
480291701021,commute_time_tot_30_59,156.0
480291807022,commute_time_tot_30_59,227.0
480291807023,commute_time_tot_30_59,47.0
480291807025,commute_time_tot_30_59,72.0
480291809012,commute_time_tot_30_59,203.0
480291809015,commute_time_tot_30_59,90.0
480291106003,commute_time_tot_30_59,58.0
480291108002,commute_time_tot_30_59,0.0
480291108001,commute_time_tot_30_59,21.0
480291208004,commute_time_tot_30_59,49.0
480291208006,commute_time_tot_30_59,100.0
480291208001,commute_time_tot_30_59,28.0
480291208002,commute_time_tot_30_59,68.0
480291208005,commute_time_tot_30_59,37.0
480291208007,commute_time_tot_30_59,0.0
480291208003,commute_time_tot_30_59,132.0
480291211113,commute_time_tot_30_59,222.0
480291211111,commute_time_tot_30_59,202.0
480291211112,commute_time_tot_30_59,141.0
480291211114,commute_time_tot_30_59,248.0
480291211161,commute_time_tot_30_59,78.0
480291211164,commute_time_tot_30_59,213.0
480291211162,commute_time_tot_30_59,15.0
480291211181,commute_time_tot_30_59,356.0
480291211182,commute_time_tot_30_59,334.0
480291212031,commute_time_tot_30_59,58.0
480291212032,commute_time_tot_30_59,56.0
480291212051,commute_time_tot_30_59,140.0
480291817182,commute_time_tot_30_59,366.0
480291818111,commute_time_tot_30_59,479.0
480291902003,commute_time_tot_30_59,42.0
480291902004,commute_time_tot_30_59,39.0
480291902001,commute_time_tot_30_59,17.0
480291802021,commute_time_tot_30_59,189.0
480291802023,commute_time_tot_30_59,60.0
480291805013,commute_time_tot_30_59,114.0
480291805012,commute_time_tot_30_59,60.0
480291805011,commute_time_tot_30_59,202.0
480291808002,commute_time_tot_30_59,104.0
480291808001,commute_time_tot_30_59,28.0
480291708002,commute_time_tot_30_59,108.0
480291106002,commute_time_tot_30_59,92.0
480291504001,commute_time_tot_30_59,42.0
480291504002,commute_time_tot_30_59,8.0
480291510001,commute_time_tot_30_59,115.0
480291521002,commute_time_tot_30_59,296.0
480291521001,commute_time_tot_30_59,265.0
480291607024,commute_time_tot_30_59,85.0
480291607023,commute_time_tot_30_59,173.0
480291616002,commute_time_tot_30_59,440.0
480291616001,commute_time_tot_30_59,212.0
480291216012,commute_time_tot_30_59,129.0
480291216013,commute_time_tot_30_59,232.0
480291216014,commute_time_tot_30_59,42.0
480291218021,commute_time_tot_30_59,257.0
480291218023,commute_time_tot_30_59,336.0
480291303002,commute_time_tot_30_59,157.0
480291303001,commute_time_tot_30_59,111.0
480291307002,commute_time_tot_30_59,112.0
480291307001,commute_time_tot_30_59,108.0
480291702004,commute_time_tot_30_59,117.0
480291702006,commute_time_tot_30_59,110.0
480291702002,commute_time_tot_30_59,129.0
480291702005,commute_time_tot_30_59,22.0
480291702001,commute_time_tot_30_59,75.0
480291316011,commute_time_tot_30_59,148.0
480291317001,commute_time_tot_30_59,85.0
480291412004,commute_time_tot_30_59,74.0
480291412001,commute_time_tot_30_59,241.0
480291412005,commute_time_tot_30_59,98.0
480291412002,commute_time_tot_30_59,258.0
480291501003,commute_time_tot_30_59,119.0
480291309002,commute_time_tot_30_59,67.0
480291309003,commute_time_tot_30_59,71.0
480291310003,commute_time_tot_30_59,88.0
480291310004,commute_time_tot_30_59,0.0
480291310001,commute_time_tot_30_59,225.0
480291310002,commute_time_tot_30_59,77.0
480291405003,commute_time_tot_30_59,32.0
480291405002,commute_time_tot_30_59,238.0
480291405001,commute_time_tot_30_59,61.0
480291405004,commute_time_tot_30_59,47.0
480291406002,commute_time_tot_30_59,136.0
480291406001,commute_time_tot_30_59,183.0
480291407003,commute_time_tot_30_59,96.0
480291407001,commute_time_tot_30_59,125.0
480291407004,commute_time_tot_30_59,122.0
480291407005,commute_time_tot_30_59,123.0
480291413001,commute_time_tot_30_59,59.0
480291413003,commute_time_tot_30_59,427.0
480291702003,commute_time_tot_30_59,113.0
480291806023,commute_time_tot_30_59,49.0
480291806021,commute_time_tot_30_59,101.0
480291911021,commute_time_tot_30_59,92.0
480291911022,commute_time_tot_30_59,83.0
480291911023,commute_time_tot_30_59,16.0
480291209012,commute_time_tot_30_59,106.0
480291209011,commute_time_tot_30_59,39.0
480291211122,commute_time_tot_30_59,179.0
480291519001,commute_time_tot_30_59,267.0
480291409002,commute_time_tot_30_59,126.0
480291417001,commute_time_tot_30_59,425.0
480291417002,commute_time_tot_30_59,437.0
480291505012,commute_time_tot_30_59,85.0
480291505014,commute_time_tot_30_59,75.0
480291604002,commute_time_tot_30_59,213.0
480291604004,commute_time_tot_30_59,128.0
480291604001,commute_time_tot_30_59,91.0
480291604003,commute_time_tot_30_59,69.0
480291611005,commute_time_tot_30_59,247.0
480291611006,commute_time_tot_30_59,38.0
480291611001,commute_time_tot_30_59,494.0
480291611004,commute_time_tot_30_59,52.0
480291611003,commute_time_tot_30_59,138.0
480291611002,commute_time_tot_30_59,60.0
480291813012,commute_time_tot_30_59,256.0
480291813011,commute_time_tot_30_59,347.0
480291814021,commute_time_tot_30_59,35.0
480291814022,commute_time_tot_30_59,106.0
480291109001,commute_time_tot_30_59,147.0
480291110003,commute_time_tot_30_59,65.0
480291110002,commute_time_tot_30_59,44.0
480291204001,commute_time_tot_30_59,162.0
480291204005,commute_time_tot_30_59,96.0
480291710004,commute_time_tot_30_59,251.0
480291204003,commute_time_tot_30_59,0.0
480291207021,commute_time_tot_30_59,51.0
480291704014,commute_time_tot_30_59,38.0
480291710001,commute_time_tot_30_59,154.0
480291710002,commute_time_tot_30_59,59.0
480291717001,commute_time_tot_30_59,261.0
480291717003,commute_time_tot_30_59,81.0
480291215013,commute_time_tot_30_59,229.0
480291215011,commute_time_tot_30_59,223.0
480291215074,commute_time_tot_30_59,184.0
480291215071,commute_time_tot_30_59,172.0
480291215072,commute_time_tot_30_59,156.0
480291312002,commute_time_tot_30_59,193.0
480291401002,commute_time_tot_30_59,63.0
480291401001,commute_time_tot_30_59,91.0
480291404004,commute_time_tot_30_59,65.0
480291101002,commute_time_tot_30_59,39.0
480291209022,commute_time_tot_30_59,77.0
480291209021,commute_time_tot_30_59,323.0
480291214033,commute_time_tot_30_59,207.0
480291214031,commute_time_tot_30_59,196.0
480291216042,commute_time_tot_30_59,248.0
480291216043,commute_time_tot_30_59,92.0
480291306004,commute_time_tot_30_59,127.0
480291207022,commute_time_tot_30_59,29.0
480291213003,commute_time_tot_30_59,55.0
480291213001,commute_time_tot_30_59,403.0
480291703004,commute_time_tot_30_59,32.0
480291703002,commute_time_tot_30_59,51.0
480291703006,commute_time_tot_30_59,74.0
480291703005,commute_time_tot_30_59,209.0
480291703003,commute_time_tot_30_59,15.0
480291704024,commute_time_tot_30_59,0.0
480291704021,commute_time_tot_30_59,160.0
480291706001,commute_time_tot_30_59,128.0
480291706004,commute_time_tot_30_59,110.0
480291706003,commute_time_tot_30_59,169.0
480291707003,commute_time_tot_30_59,370.0
480291707002,commute_time_tot_30_59,74.0
480291212044,commute_time_tot_30_59,67.0
480291212043,commute_time_tot_30_59,173.0
480291404001,commute_time_tot_30_59,123.0
480291404002,commute_time_tot_30_59,76.0
480291504003,commute_time_tot_30_59,211.0
480291215052,commute_time_tot_30_59,181.0
480291403002,commute_time_tot_30_59,108.0
480291403003,commute_time_tot_30_59,58.0
480291520001,commute_time_tot_30_59,374.0
480291701011,commute_time_tot_30_59,52.0
480291701012,commute_time_tot_30_59,95.0
480291718022,commute_time_tot_30_59,29.0
480291718025,commute_time_tot_30_59,166.0
480291718023,commute_time_tot_30_59,265.0
480291408004,commute_time_tot_30_59,45.0
480291408001,commute_time_tot_30_59,150.0
480291408005,commute_time_tot_30_59,147.0
480291408003,commute_time_tot_30_59,63.0
480291408002,commute_time_tot_30_59,231.0
480291505023,commute_time_tot_30_59,30.0
480291505022,commute_time_tot_30_59,137.0
480291505021,commute_time_tot_30_59,113.0
480291507006,commute_time_tot_30_59,69.0
480291507001,commute_time_tot_30_59,108.0
480291507003,commute_time_tot_30_59,252.0
480291601004,commute_time_tot_30_59,123.0
480291601003,commute_time_tot_30_59,124.0
480291601001,commute_time_tot_30_59,185.0
480291813023,commute_time_tot_30_59,280.0
480291809021,commute_time_tot_30_59,131.0
480291809023,commute_time_tot_30_59,101.0
480291809022,commute_time_tot_30_59,256.0
480291809025,commute_time_tot_30_59,111.0
480291810031,commute_time_tot_30_59,267.0
480291810051,commute_time_tot_30_59,231.0
480291810052,commute_time_tot_30_59,57.0
480291815061,commute_time_tot_30_59,57.0
480291815062,commute_time_tot_30_59,189.0
480291817151,commute_time_tot_30_59,313.0
480291203002,commute_time_tot_30_59,80.0
480291203003,commute_time_tot_30_59,61.0
480291203005,commute_time_tot_30_59,0.0
480291205013,commute_time_tot_30_59,177.0
480291205015,commute_time_tot_30_59,150.0
480291205012,commute_time_tot_30_59,29.0
480291205014,commute_time_tot_30_59,103.0
480291211152,commute_time_tot_30_59,304.0
480291211153,commute_time_tot_30_59,248.0
480291211172,commute_time_tot_30_59,145.0
480291211171,commute_time_tot_30_59,153.0
480291720021,commute_time_tot_30_59,767.0
480291817031,commute_time_tot_30_59,438.0
480291817032,commute_time_tot_30_59,580.0
480291803003,commute_time_tot_30_59,139.0
480291803001,commute_time_tot_30_59,131.0
480291803002,commute_time_tot_30_59,280.0
480291817161,commute_time_tot_30_59,421.0
480291910034,commute_time_tot_30_59,80.0
480291910035,commute_time_tot_30_59,120.0
480291910033,commute_time_tot_30_59,81.0
480291910031,commute_time_tot_30_59,54.0
480291910032,commute_time_tot_30_59,199.0
480291214041,commute_time_tot_30_59,240.0
480291214042,commute_time_tot_30_59,63.0
480291214043,commute_time_tot_30_59,85.0
480291313001,commute_time_tot_30_59,110.0
480291313004,commute_time_tot_30_59,77.0
480291316061,commute_time_tot_30_59,315.0
480291103003,commute_time_tot_30_59,32.0
480291103002,commute_time_tot_30_59,45.0
480291201001,commute_time_tot_30_59,101.0
480291206002,commute_time_tot_30_59,47.0
480291206003,commute_time_tot_30_59,55.0
480291206006,commute_time_tot_30_59,0.0
480291206005,commute_time_tot_30_59,80.0
480291517003,commute_time_tot_30_59,363.0
480291517002,commute_time_tot_30_59,270.0
480291517001,commute_time_tot_30_59,249.0
480291607013,commute_time_tot_30_59,135.0
480291306001,commute_time_tot_30_59,57.0
480291306003,commute_time_tot_30_59,114.0
480291306002,commute_time_tot_30_59,47.0
480291402003,commute_time_tot_30_59,90.0
480291402002,commute_time_tot_30_59,106.0
480291402001,commute_time_tot_30_59,62.0
480291402004,commute_time_tot_30_59,108.0
480291309001,commute_time_tot_30_59,184.0
480291717004,commute_time_tot_30_59,92.0
480291719035,commute_time_tot_30_59,222.0
480291717006,commute_time_tot_30_59,21.0
480291719032,commute_time_tot_30_59,117.0
480291719034,commute_time_tot_30_59,135.0
480291509002,commute_time_tot_30_59,78.0
480291509001,commute_time_tot_30_59,134.0
480291509005,commute_time_tot_30_59,97.0
480291705003,commute_time_tot_30_59,85.0
480291705004,commute_time_tot_30_59,129.0
480291705002,commute_time_tot_30_59,214.0
480291805042,commute_time_tot_30_59,286.0
480291205025,commute_time_tot_30_59,68.0
480291205023,commute_time_tot_30_59,32.0
480291205026,commute_time_tot_30_59,112.0
480291205024,commute_time_tot_30_59,80.0
480291207012,commute_time_tot_30_59,134.0
480291207011,commute_time_tot_30_59,55.0
480291302002,commute_time_tot_30_59,56.0
480291410003,commute_time_tot_30_59,166.0
480291410002,commute_time_tot_30_59,87.0
480291516001,commute_time_tot_30_59,705.0
480291516004,commute_time_tot_30_59,252.0
480291516002,commute_time_tot_30_59,120.0
480291817051,commute_time_tot_30_59,285.0
480291817052,commute_time_tot_30_59,187.0
480291512002,commute_time_tot_30_59,401.0
480291606001,commute_time_tot_30_59,244.0
480291606003,commute_time_tot_30_59,158.0
480291419003,commute_time_tot_30_59,240.0
480291419002,commute_time_tot_30_59,589.0
480291515003,commute_time_tot_30_59,66.0
480291515002,commute_time_tot_30_59,91.0
480291603003,commute_time_tot_30_59,9.0
480291603002,commute_time_tot_30_59,51.0
480291603005,commute_time_tot_30_59,171.0
480291612001,commute_time_tot_30_59,138.0
480291612002,commute_time_tot_30_59,215.0
480291804003,commute_time_tot_30_59,164.0
480291804001,commute_time_tot_30_59,169.0
480291807012,commute_time_tot_30_59,408.0
480291811004,commute_time_tot_30_59,53.0
480291811002,commute_time_tot_30_59,37.0
480291811003,commute_time_tot_30_59,153.0
480291909015,commute_time_tot_30_59,16.0
480291909013,commute_time_tot_30_59,0.0
480291809014,commute_time_tot_30_59,106.0
480291813031,commute_time_tot_30_59,208.0
480291815041,commute_time_tot_30_59,147.0
480291815042,commute_time_tot_30_59,353.0
480291816012,commute_time_tot_30_59,347.0
480291906011,commute_time_tot_30_59,101.0
480291818091,commute_time_tot_30_59,261.0
480291818092,commute_time_tot_30_59,310.0
480291818094,commute_time_tot_30_59,113.0
480291906013,commute_time_tot_30_59,177.0
480291910041,commute_time_tot_30_59,106.0
480291910043,commute_time_tot_30_59,80.0
480291813022,commute_time_tot_30_59,47.0
480291212063,commute_time_tot_30_59,188.0
480291212061,commute_time_tot_30_59,144.0
480291212065,commute_time_tot_30_59,238.0
480291212062,commute_time_tot_30_59,171.0
480291214022,commute_time_tot_30_59,247.0
480291214021,commute_time_tot_30_59,851.0
480291218031,commute_time_tot_30_59,249.0
480291218032,commute_time_tot_30_59,85.0
480291218033,commute_time_tot_30_59,314.0
480291218041,commute_time_tot_30_59,362.0
480291218042,commute_time_tot_30_59,196.0
480291218043,commute_time_tot_30_59,71.0
480291308001,commute_time_tot_30_59,171.0
480291308004,commute_time_tot_30_59,160.0
480291308002,commute_time_tot_30_59,78.0
480291308003,commute_time_tot_30_59,64.0
480291311003,commute_time_tot_30_59,124.0
480291311002,commute_time_tot_30_59,70.0
480291602002,commute_time_tot_30_59,82.0
480291817134,commute_time_tot_30_59,192.0
480291817132,commute_time_tot_30_59,350.0
480291817133,commute_time_tot_30_59,296.0
480291815054,commute_time_tot_30_59,284.0
480291815053,commute_time_tot_30_59,112.0
480291815051,commute_time_tot_30_59,57.0
480291817042,commute_time_tot_30_59,221.0
480291817044,commute_time_tot_30_59,143.0
480291817111,commute_time_tot_30_59,565.0
480291907002,commute_time_tot_30_59,38.0
480291907003,commute_time_tot_30_59,108.0
480291607011,commute_time_tot_30_59,127.0
480291607012,commute_time_tot_30_59,224.0
480291718011,commute_time_tot_30_59,171.0
480291718013,commute_time_tot_30_59,167.0
480291718014,commute_time_tot_30_59,102.0
480291718012,commute_time_tot_30_59,264.0
480291802013,commute_time_tot_30_59,173.0
480291802012,commute_time_tot_30_59,36.0
480291802014,commute_time_tot_30_59,155.0
480291802011,commute_time_tot_30_59,7.0
480291812001,commute_time_tot_30_59,17.0
480291812004,commute_time_tot_30_59,17.0
480291812002,commute_time_tot_30_59,68.0
480291812005,commute_time_tot_30_59,37.0
480291514004,commute_time_tot_30_59,256.0
480291511003,commute_time_tot_30_59,142.0
480291511001,commute_time_tot_30_59,51.0
480291514001,commute_time_tot_30_59,76.0
480291514002,commute_time_tot_30_59,138.0
480291905012,commute_time_tot_30_59,224.0
480291905013,commute_time_tot_30_59,121.0
480291905011,commute_time_tot_30_59,113.0
480291908001,commute_time_tot_30_59,57.0
480291908002,commute_time_tot_30_59,23.0
480291909011,commute_time_tot_30_59,100.0
480291909012,commute_time_tot_30_59,165.0
480291909021,commute_time_tot_30_59,120.0
480291909023,commute_time_tot_30_59,61.0
480291810012,commute_time_tot_30_59,91.0
480291810042,commute_time_tot_30_59,365.0
480291810041,commute_time_tot_30_59,172.0
480291901004,commute_time_tot_30_59,112.0
480291901003,commute_time_tot_30_59,86.0
480291901002,commute_time_tot_30_59,169.0
480291719021,commute_time_tot_30_59,272.0
480291311001,commute_time_tot_30_59,62.0
480291203008,commute_time_tot_30_59,27.0
480291203007,commute_time_tot_30_59,41.0
480291501001,commute_time_tot_30_59,148.0
480291501004,commute_time_tot_30_59,69.0
480291506004,commute_time_tot_30_59,56.0
480291506003,commute_time_tot_30_59,95.0
480291511007,commute_time_tot_30_59,194.0
480291511005,commute_time_tot_30_59,30.0
480291511004,commute_time_tot_30_59,209.0
480291918042,commute_time_tot_30_59,617.0
480291918041,commute_time_tot_30_59,512.0
480291210004,commute_time_tot_30_59,222.0
480291210003,commute_time_tot_30_59,332.0
480291210005,commute_time_tot_30_59,175.0
480291210006,commute_time_tot_30_59,250.0
480291211102,commute_time_tot_30_59,205.0
480291215062,commute_time_tot_30_59,177.0
480291215061,commute_time_tot_30_59,76.0
480291305001,commute_time_tot_30_59,15.0
480291305003,commute_time_tot_30_59,233.0
480291305002,commute_time_tot_30_59,52.0
480291305004,commute_time_tot_30_59,103.0
480291904003,commute_time_tot_30_59,67.0
480291211081,commute_time_tot_30_59,172.0
480291211083,commute_time_tot_30_59,153.0
480291211084,commute_time_tot_30_59,83.0
480291207015,commute_time_tot_30_59,135.0
480291215042,commute_time_tot_30_59,79.0
480291215041,commute_time_tot_30_59,174.0
480291503001,commute_time_tot_30_59,190.0
480291503004,commute_time_tot_30_59,161.0
480291503003,commute_time_tot_30_59,103.0
480291602003,commute_time_tot_30_59,107.0
480291508002,commute_time_tot_30_59,59.0
480291508003,commute_time_tot_30_59,28.0
480291712003,commute_time_tot_30_59,136.0
480291418001,commute_time_tot_30_59,223.0
480291418002,commute_time_tot_30_59,87.0
480291512005,commute_time_tot_30_59,732.0
480291512003,commute_time_tot_30_59,164.0
480291512001,commute_time_tot_30_59,113.0
480291107001,commute_time_tot_30_59,76.0
480291904001,commute_time_tot_30_59,23.0
480291719121,commute_time_tot_30_59,1261.0
480291817122,commute_time_tot_30_59,338.0
480291816023,commute_time_tot_30_59,163.0
480291816021,commute_time_tot_30_59,112.0
480291818081,commute_time_tot_30_59,120.0
480291821021,commute_time_tot_30_59,183.0
480291911011,commute_time_tot_30_59,70.0
480291911012,commute_time_tot_30_59,68.0
480291219082,commute_time_tot_30_59,359.0
480291219091,commute_time_tot_30_59,492.0
480291219092,commute_time_tot_30_59,460.0
480291219101,commute_time_tot_30_59,931.0
480291219102,commute_time_tot_30_59,314.0
480291304011,commute_time_tot_30_59,38.0
480291304012,commute_time_tot_30_59,158.0
480291304013,commute_time_tot_30_59,148.0
480291304014,commute_time_tot_30_59,58.0
480291304021,commute_time_tot_30_59,129.0
480291304022,commute_time_tot_30_59,83.0
480291304023,commute_time_tot_30_59,175.0
480291314011,commute_time_tot_30_59,1019.0
480291314012,commute_time_tot_30_59,656.0
480291314021,commute_time_tot_30_59,149.0
480291719182,commute_time_tot_30_59,109.0
480291719184,commute_time_tot_30_59,253.0
480291719191,commute_time_tot_30_59,822.0
480291719202,commute_time_tot_30_59,886.0
480291719211,commute_time_tot_30_59,729.0
480291719213,commute_time_tot_30_59,243.0
480291719221,commute_time_tot_30_59,1033.0
480291719232,commute_time_tot_30_59,116.0
480291719233,commute_time_tot_30_59,289.0
480291719241,commute_time_tot_30_59,618.0
480291720022,commute_time_tot_30_59,1541.0
480291719242,commute_time_tot_30_59,360.0
480291719252,commute_time_tot_30_59,525.0
480291719254,commute_time_tot_30_59,491.0
480291720031,commute_time_tot_30_59,640.0
480291720032,commute_time_tot_30_59,432.0
480291720051,commute_time_tot_30_59,825.0
480291720052,commute_time_tot_30_59,1576.0
480291720062,commute_time_tot_30_59,551.0
480291720063,commute_time_tot_30_59,471.0
480291720072,commute_time_tot_30_59,556.0
480291720073,commute_time_tot_30_59,836.0
480291801012,commute_time_tot_30_59,189.0
480291315031,commute_time_tot_30_59,94.0
480291315032,commute_time_tot_30_59,96.0
480291315041,commute_time_tot_30_59,150.0
480291315042,commute_time_tot_30_59,49.0
480291315051,commute_time_tot_30_59,271.0
480291315052,commute_time_tot_30_59,339.0
480291315062,commute_time_tot_30_59,380.0
480291316081,commute_time_tot_30_59,235.0
480291315071,commute_time_tot_30_59,492.0
480291315073,commute_time_tot_30_59,285.0
480291316012,commute_time_tot_30_59,596.0
480291316082,commute_time_tot_30_59,599.0
480291316092,commute_time_tot_30_59,278.0
480291316093,commute_time_tot_30_59,389.0
480291316102,commute_time_tot_30_59,276.0
480291316111,commute_time_tot_30_59,194.0
480291316131,commute_time_tot_30_59,324.0
480291316132,commute_time_tot_30_59,436.0
480291316142,commute_time_tot_30_59,135.0
480291316151,commute_time_tot_30_59,717.0
480291316153,commute_time_tot_30_59,384.0
480291316154,commute_time_tot_30_59,224.0
480291318012,commute_time_tot_30_59,227.0
480291318021,commute_time_tot_30_59,245.0
480291318023,commute_time_tot_30_59,486.0
480291411011,commute_time_tot_30_59,126.0
480291411013,commute_time_tot_30_59,104.0
480291411021,commute_time_tot_30_59,76.0
480291411023,commute_time_tot_30_59,283.0
480291414022,commute_time_tot_30_59,312.0
480291414032,commute_time_tot_30_59,397.0
480291414041,commute_time_tot_30_59,144.0
480291414043,commute_time_tot_30_59,33.0
480291416002,commute_time_tot_30_59,227.0
480291513011,commute_time_tot_30_59,171.0
480291513012,commute_time_tot_30_59,84.0
480291513013,commute_time_tot_30_59,191.0
480291513014,commute_time_tot_30_59,359.0
480291513021,commute_time_tot_30_59,231.0
480291513022,commute_time_tot_30_59,138.0
480291521003,commute_time_tot_30_59,198.0
480291521004,commute_time_tot_30_59,365.0
480291522011,commute_time_tot_30_59,678.0
480291522012,commute_time_tot_30_59,421.0
480291522013,commute_time_tot_30_59,213.0
480291522021,commute_time_tot_30_59,800.0
480291605011,commute_time_tot_30_59,110.0
480291605012,commute_time_tot_30_59,103.0
480291605021,commute_time_tot_30_59,10.0
480291609013,commute_time_tot_30_59,105.0
480291605022,commute_time_tot_30_59,70.0
480291605024,commute_time_tot_30_59,147.0
480291609011,commute_time_tot_30_59,150.0
480291609021,commute_time_tot_30_59,226.0
480291609023,commute_time_tot_30_59,138.0
480291613022,commute_time_tot_30_59,328.0
480291613032,commute_time_tot_30_59,324.0
480291613041,commute_time_tot_30_59,280.0
480291614001,commute_time_tot_30_59,217.0
480291615031,commute_time_tot_30_59,308.0
480291615033,commute_time_tot_30_59,72.0
480291615041,commute_time_tot_30_59,146.0
480291618011,commute_time_tot_30_59,460.0
480291618012,commute_time_tot_30_59,162.0
480291618022,commute_time_tot_30_59,418.0
480291619011,commute_time_tot_30_59,160.0
480291619022,commute_time_tot_30_59,732.0
480291619023,commute_time_tot_30_59,742.0
480291620032,commute_time_tot_30_59,269.0
480291620033,commute_time_tot_30_59,210.0
480291620042,commute_time_tot_30_59,288.0
480291713011,commute_time_tot_30_59,91.0
480291713021,commute_time_tot_30_59,114.0
480291713022,commute_time_tot_30_59,41.0
480291716011,commute_time_tot_30_59,269.0
480291716013,commute_time_tot_30_59,124.0
480291716021,commute_time_tot_30_59,391.0
480291719022,commute_time_tot_30_59,1147.0
480291719023,commute_time_tot_30_59,1017.0
480291719131,commute_time_tot_30_59,609.0
480291719132,commute_time_tot_30_59,186.0
480291719142,commute_time_tot_30_59,270.0
480291719143,commute_time_tot_30_59,427.0
480291719161,commute_time_tot_30_59,694.0
480291719162,commute_time_tot_30_59,277.0
480291719171,commute_time_tot_30_59,823.0
480291719172,commute_time_tot_30_59,882.0
480291215053,commute_time_tot_30_59,329.0
480291216051,commute_time_tot_30_59,167.0
480291216052,commute_time_tot_30_59,87.0
480291216062,commute_time_tot_30_59,300.0
480291216063,commute_time_tot_30_59,75.0
480291217011,commute_time_tot_30_59,74.0
480291217012,commute_time_tot_30_59,135.0
480291217014,commute_time_tot_30_59,153.0
480291217021,commute_time_tot_30_59,505.0
480291217023,commute_time_tot_30_59,210.0
480291218081,commute_time_tot_30_59,52.0
480291218091,commute_time_tot_30_59,94.0
480291218092,commute_time_tot_30_59,321.0
480291218101,commute_time_tot_30_59,389.0
480291218102,commute_time_tot_30_59,209.0
480291218112,commute_time_tot_30_59,212.0
480291218121,commute_time_tot_30_59,502.0
480291219032,commute_time_tot_30_59,386.0
480291218123,commute_time_tot_30_59,51.0
480291218124,commute_time_tot_30_59,135.0
480291219031,commute_time_tot_30_59,545.0
480291219042,commute_time_tot_30_59,496.0
480291219051,commute_time_tot_30_59,373.0
480291219061,commute_time_tot_30_59,465.0
480291219062,commute_time_tot_30_59,420.0
480291219072,commute_time_tot_30_59,2125.0
480291219081,commute_time_tot_30_59,377.0
480291209024,commute_time_tot_30_59,97.0
480291211103,commute_time_tot_30_59,146.0
480291211183,commute_time_tot_30_59,305.0
480291211192,commute_time_tot_30_59,474.0
480291211193,commute_time_tot_30_59,157.0
480291211202,commute_time_tot_30_59,460.0
480291211211,commute_time_tot_30_59,298.0
480291211212,commute_time_tot_30_59,187.0
480291211221,commute_time_tot_30_59,317.0
480291211222,commute_time_tot_30_59,208.0
480291211223,commute_time_tot_30_59,320.0
480291215014,commute_time_tot_30_59,266.0
480291713023,commute_time_tot_30_59,53.0
480291713024,commute_time_tot_30_59,68.0
480291714012,commute_time_tot_30_59,289.0
480291714021,commute_time_tot_30_59,351.0
480291714023,commute_time_tot_30_59,268.0
480291715011,commute_time_tot_30_59,165.0
480291715021,commute_time_tot_30_59,187.0
480291715022,commute_time_tot_30_59,104.0
480291715024,commute_time_tot_30_59,241.0
480291914121,commute_time_tot_30_59,304.0
480291914131,commute_time_tot_30_59,356.0
480291914132,commute_time_tot_30_59,314.0
480291915031,commute_time_tot_30_59,256.0
480291915032,commute_time_tot_30_59,212.0
480291915033,commute_time_tot_30_59,88.0
480291915041,commute_time_tot_30_59,107.0
480291915042,commute_time_tot_30_59,147.0
480291915051,commute_time_tot_30_59,118.0
480291915052,commute_time_tot_30_59,82.0
480291915061,commute_time_tot_30_59,157.0
480291915062,commute_time_tot_30_59,282.0
480291915063,commute_time_tot_30_59,191.0
480291917012,commute_time_tot_30_59,53.0
480291917021,commute_time_tot_30_59,533.0
480291917023,commute_time_tot_30_59,166.0
480291917024,commute_time_tot_30_59,77.0
480291918061,commute_time_tot_30_59,129.0
480291918062,commute_time_tot_30_59,185.0
480291918071,commute_time_tot_30_59,510.0
480291918072,commute_time_tot_30_59,429.0
480291918082,commute_time_tot_30_59,279.0
480291918091,commute_time_tot_30_59,1099.0
480291918101,commute_time_tot_30_59,505.0
480291918102,commute_time_tot_30_59,575.0
480291918121,commute_time_tot_30_59,484.0
480291918122,commute_time_tot_30_59,272.0
480291918132,commute_time_tot_30_59,512.0
480291821062,commute_time_tot_30_59,812.0
480291905031,commute_time_tot_30_59,91.0
480291905033,commute_time_tot_30_59,112.0
480291905041,commute_time_tot_30_59,96.0
480291906031,commute_time_tot_30_59,113.0
480291906032,commute_time_tot_30_59,210.0
480291906042,commute_time_tot_30_59,196.0
480291906043,commute_time_tot_30_59,109.0
480291910052,commute_time_tot_30_59,82.0
480291910061,commute_time_tot_30_59,100.0
480291910063,commute_time_tot_30_59,260.0
480291801014,commute_time_tot_30_59,93.0
480291801015,commute_time_tot_30_59,35.0
480291801021,commute_time_tot_30_59,90.0
480291806044,commute_time_tot_30_59,149.0
480291801022,commute_time_tot_30_59,130.0
480291806041,commute_time_tot_30_59,181.0
480291806042,commute_time_tot_30_59,159.0
480291806045,commute_time_tot_30_59,37.0
480291810033,commute_time_tot_30_59,338.0
480291813032,commute_time_tot_30_59,185.0
480291814032,commute_time_tot_30_59,269.0
480291814033,commute_time_tot_30_59,157.0
480291814042,commute_time_tot_30_59,85.0
480291815032,commute_time_tot_30_59,692.0
480291817112,commute_time_tot_30_59,467.0
